meter_id,location,violation_description,fine_amount,counts,revenue,latitude,longitude,meter_type,policy_complexity,rate_type,park_limit
VW438,600 NEW HAMPSHIRE AV S,METER EXPIRED,63.0,31,1953.0,34.061249,-118.292827,Single-Space,13,FLAT,2.0
VN1099,14400 KITTRIDGE ST,METER EXPIRED,63.0,31,1953.0,34.190626,-118.447817,Single-Space,13,FLAT,2.0
VN1099,14450 KITTRIDGE ST,METER EXPIRED,63.0,11,693.0,34.190626,-118.447817,Single-Space,13,FLAT,2.0
CB1760,100 12TH ST E,METER EXPIRED,63.0,31,1953.0,34.037382,-118.259153,Single-Space,25,FLAT,2.0
BF313,7901 MELROSE AV,METER EXPIRED,63.0,31,1953.0,34.083886,-118.362905,Single-Space,25,FLAT,2.0
LM402,601 LA BREA AV N,METER EXPIRED,63.0,31,1953.0,34.082184000000005,-118.344172,Single-Space,68,FLAT,1.0
CB3922,400 HILL ST S,METER EXPIRED,63.0,31,1953.0,34.049818,-118.250684,Single-Space,49,TOD,2.0
PW290,2401 MANNING AV,METER EXPIRED,63.0,31,1953.0,34.042676,-118.422706,Single-Space,13,FLAT,2.0
CB1768,100 12TH ST E,METER EXPIRED,63.0,31,1953.0,34.03707,-118.258676,Single-Space,25,FLAT,2.0
CB513,1300 SANTEE ST S,METER EXPIRED,63.0,31,1953.0,34.034956,-118.258334,Single-Space,13,TOD,2.0
CB513,1304 SANTEE ST S,METER EXPIRED,63.0,18,1134.0,34.034956,-118.258334,Single-Space,13,TOD,2.0
CC1511,1000 2ND ST W,METER EXPIRED,63.0,31,1953.0,34.057611,-118.254951,Single-Space,13,TOD,4.0
VS467,4801 FOUNTAIN AV,METER EXPIRED,63.0,31,1953.0,34.095478,-118.295296,Single-Space,13,FLAT,1.0
LM657,5701 2ND ST W,METER EXPIRED,63.0,31,1953.0,34.071096999999995,-118.344349,Single-Space,25,FLAT,2.0
HW135,5401 SUNSET BL,METER EXPIRED,63.0,31,1953.0,34.098211,-118.307982,Single-Space,49,FLAT,1.0
SP638,300 6TH ST W,METER EXPIRED,63.0,31,1953.0,33.738809,-118.284064,Single-Space,13,FLAT,2.0
PW337,2400 PATRICIA AV,METER EXPIRED,63.0,31,1953.0,34.044698,-118.418566,Single-Space,13,FLAT,2.0
LM718A,100 LA BREA AV N,METER EXPIRED,63.0,31,1953.0,34.07481,-118.343915,Single-Space,68,FLAT,2.0
LM718A,142 LA BREA AV N,METER EXPIRED,63.0,17,1071.0,34.07481,-118.343915,Single-Space,68,FLAT,2.0
VW433,600 NEW HAMPSHIRE AV S,METER EXPIRED,63.0,31,1953.0,34.060842,-118.292822,Single-Space,13,FLAT,2.0
PM266,8800 VENICE BLVD,METER EXPIRED,63.0,31,1953.0,34.02998,-118.38682,Single-Space,11,FLAT,2.0
CB1770,200 12TH ST E,METER EXPIRED,63.0,31,1953.0,34.0367,-118.258097,Single-Space,25,TOD,2.0
PR281,8900 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.055169,-118.387778,Single-Space,13,FLAT,1.0
PR281,9000 PICO BL W,METER EXPIRED,63.0,26,1638.0,34.055169,-118.387778,Single-Space,13,FLAT,1.0
BF599,8301 MELROSE AV,METER EXPIRED,63.0,31,1953.0,34.083771,-118.370533,Single-Space,25,FLAT,2.0
WF61,8201 3RD ST W,METER EXPIRED,63.0,31,1953.0,34.072681,-118.369434,Single-Space,25,FLAT,2.0
VN1103,14420 KITTRIDGE ST,METER EXPIRED,63.0,31,1953.0,34.190624,-118.447251,Single-Space,13,FLAT,2.0
VN1103,14400 KITTRIDGE ST,METER EXPIRED,63.0,25,1575.0,34.190624,-118.447251,Single-Space,13,FLAT,2.0
C128,3601 VERMONT AV S,METER EXPIRED,63.0,31,1953.0,34.022685,-118.291678,Single-Space,13,FLAT,4.0
WS170,1301 WESTWOOD BL,METER EXPIRED,63.0,31,1953.0,34.055683,-118.442151,Single-Space,14,FLAT,2.0
WS170,1373 WESTWOOD BL,METER EXPIRED,63.0,11,693.0,34.055683,-118.442151,Single-Space,14,FLAT,2.0
WW256,4400 2ND ST W,METER EXPIRED,63.0,31,1953.0,34.071082000000004,-118.309414,Single-Space,13,FLAT,1.0
HO933A,1800 CAHUENGA BL,METER EXPIRED,63.0,31,1953.0,34.104718,-118.329948,Single-Space,41,TOD,2.0
HO933A,1822 CAHUENGA BL,METER EXPIRED,63.0,16,1008.0,34.104718,-118.329948,Single-Space,41,TOD,2.0
HW322,1701 HARVARD BL N,METER EXPIRED,63.0,31,1953.0,34.102083,-118.305095,Single-Space,13,FLAT,1.0
PW196,10801 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.039966,-118.429095,Single-Space,38,FLAT,2.0
VH140,1900 HILLHURST AV,METER EXPIRED,63.0,31,1953.0,34.105906,-118.287316,Single-Space,13,FLAT,2.0
VH140,1912 HILLHURST AV,METER EXPIRED,63.0,11,693.0,34.105906,-118.287316,Single-Space,13,FLAT,2.0
WH4,19701 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.172588,-118.563624,Single-Space,13,FLAT,2.0
SS389,1600 CORINTH AV,METER EXPIRED,63.0,31,1953.0,34.045189,-118.448655,Single-Space,13,FLAT,2.0
LM225,801 LA BREA AV N,METER EXPIRED,63.0,31,1953.0,34.085619,-118.344178,Single-Space,68,FLAT,2.0
WF521,600 SAN VICENTE BL,METER EXPIRED,63.0,31,1953.0,34.065388,-118.372701,Single-Space,25,FLAT,2.0
CB4322,601 HOPE ST S,METER EXPIRED,63.0,31,1953.0,34.049279,-118.256632,Single-Space,13,FLAT,2.0
PM352,3100 HELMS AV,METER EXPIRED,63.0,31,1953.0,34.03163,-118.385481,Single-Space,11,FLAT,2.0
VN794,6150 VAN NUYS BL,METER EXPIRED,63.0,31,1953.0,34.182028,-118.448566,Single-Space,13,TOD,0.5
PM51,9301 VENICE BL,METER EXPIRED,63.0,31,1953.0,34.025946999999995,-118.394623,Single-Space,13,FLAT,1.0
PM51,9315 VENICE BL,METER EXPIRED,63.0,11,693.0,34.025946999999995,-118.394623,Single-Space,13,FLAT,1.0
TZ511B,18600 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.169999,-118.539317,Single-Space,38,FLAT,2.0
TZ511B,18620 VENTURA BL,METER EXPIRED,63.0,16,1008.0,34.169999,-118.539317,Single-Space,38,FLAT,2.0
PR481,8600 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.053766,-118.378981,Single-Space,13,FLAT,1.0
PR481,8612 PICO BL W,METER EXPIRED,63.0,17,1071.0,34.053766,-118.378981,Single-Space,13,FLAT,1.0
PR481,8616 PICO BL W,METER EXPIRED,63.0,15,945.0,34.053766,-118.378981,Single-Space,13,FLAT,1.0
CB2762,124 OLYMPIC BL E,METER EXPIRED,63.0,31,1953.0,34.039769,-118.25621,Single-Space,13,TOD,2.0
CB2762,100 OLYMPIC BL E,METER EXPIRED,63.0,17,1071.0,34.039769,-118.25621,Single-Space,13,TOD,2.0
LH6,201 AVENUE 22 S,METER EXPIRED,63.0,31,1953.0,34.073236,-118.217682,Single-Space,13,FLAT,2.0
VW362,600 CATALINA ST S,METER EXPIRED,63.0,31,1953.0,34.0631,-118.295294,Single-Space,13,FLAT,1.0
PW200,10801 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.039841,-118.429366,Single-Space,38,FLAT,2.0
VS456,1300 NEW HAMPSHIRE AV N,METER EXPIRED,63.0,31,1953.0,34.095882,-118.292814,Single-Space,13,FLAT,2.0
WF555,6700 DREXEL AV,METER EXPIRED,63.0,31,1953.0,34.069633,-118.374842,Single-Space,25,FLAT,2.0
CB460,1301 SANTEE ST S,METER EXPIRED,63.0,31,1953.0,34.034301,-118.259036,Single-Space,13,TOD,2.0
CB460,1335 SANTEE ST S,METER EXPIRED,63.0,17,1071.0,34.034301,-118.259036,Single-Space,13,TOD,2.0
CB460,1337 SANTEE ST S,METER EXPIRED,63.0,15,945.0,34.034301,-118.259036,Single-Space,13,TOD,2.0
SV791,6806 LEXINGTON AV,METER EXPIRED,63.0,31,1953.0,34.092523,-118.339075,Single-Space,25,FLAT,2.0
SV791,6800 LEXINGTON AV,METER EXPIRED,63.0,19,1197.0,34.092523,-118.339075,Single-Space,25,FLAT,2.0
CB911,900 FLOWER ST S,METER EXPIRED,63.0,31,1953.0,34.045358,-118.261722,Single-Space,13,TOD,2.0
SS379B,1600 COLBY AV,METER EXPIRED,63.0,31,1953.0,34.044911,-118.452617,Single-Space,13,FLAT,0.25
LH43,2301 WORKMAN ST,METER EXPIRED,63.0,31,1953.0,34.073374,-118.214427,Single-Space,13,FLAT,2.0
SVV459,900 HELIOTROPE DR,METER EXPIRED,63.0,31,1953.0,34.088361,-118.29488,Single-Space,13,JUMP,6.0
PR47,1100 ROBERTSON BL S,METER EXPIRED,63.0,31,1953.0,34.056194,-118.383576,Single-Space,13,FLAT,2.0
PR47,1128 ROBERTSON BL S,METER EXPIRED,63.0,25,1575.0,34.056194,-118.383576,Single-Space,13,FLAT,2.0
SS380,1601 CORINTH AV,METER EXPIRED,63.0,31,1953.0,34.045072,-118.44873,Single-Space,13,FLAT,2.0
SL253,2801 SUNSET BL,METER EXPIRED,63.0,31,1953.0,34.082661,-118.272755,Single-Space,13,FLAT,2.0
WF531,500 SAN VICENTE BL,METER EXPIRED,63.0,31,1953.0,34.068338,-118.37438600000002,Single-Space,25,FLAT,2.0
BF468A,7501 BEVERLY BL,METER EXPIRED,63.0,31,1953.0,34.076242,-118.353654,Single-Space,25,FLAT,2.0
PM45,3201 MOTOR AV,METER EXPIRED,63.0,31,1953.0,34.029685,-118.411172,Single-Space,13,FLAT,1.0
PM45,3267 MOTOR AV,METER EXPIRED,63.0,15,945.0,34.029685,-118.411172,Single-Space,13,FLAT,1.0
SO953,4300 COLBATH AV,METER EXPIRED,63.0,31,1953.0,34.149273,-118.436504,Single-Space,13,FLAT,2.0
EN774,17000 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.159734,-118.503677,Single-Space,13,FLAT,2.0
SO519,13801 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.148804,-118.435294,Single-Space,13,FLAT,2.0
OS598,11600 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.031789,-118.445111,Single-Space,13,FLAT,1.0
CB2228A,1101 SAN JULIAN ST S,METER EXPIRED,63.0,31,1953.0,34.035695000000004,-118.253364,Single-Space,13,FLAT,4.0
CB2228A,1103 SAN JULIAN ST S,METER EXPIRED,63.0,23,1449.0,34.035695000000004,-118.253364,Single-Space,13,FLAT,4.0
CB1845,230 WINSTON ST,METER EXPIRED,63.0,31,1953.0,34.045866,-118.246186,Single-Space,13,FLAT,2.0
CB1845,200 WINSTON ST,METER EXPIRED,63.0,13,819.0,34.045866,-118.246186,Single-Space,13,FLAT,2.0
PW308,10500 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.043564,-118.421613,Single-Space,40,FLAT,2.0
PW308,10584 PICO BL W,METER EXPIRED,63.0,12,756.0,34.043564,-118.421613,Single-Space,40,FLAT,2.0
PM37,3300 MOTOR AV,METER EXPIRED,63.0,31,1953.0,34.028931,-118.410343,Single-Space,13,FLAT,1.0
BF272,700 ORANGE GROVE AV N,METER EXPIRED,63.0,31,1953.0,34.084014,-118.360442,Single-Space,25,FLAT,2.0
CT456,804 YALE ST,METER EXPIRED,63.0,31,1953.0,34.063334999999995,-118.240626,Single-Space,13,TOD,2.0
CT456,800 YALE ST,METER EXPIRED,63.0,21,1323.0,34.063334999999995,-118.240626,Single-Space,13,TOD,2.0
VW1140,601 LA FAYETTE PK PL S,METER EXPIRED,63.0,31,1953.0,34.061108000000004,-118.283565,Single-Space,13,FLAT,2.0
OS592,11700 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.03126,-118.44618,Single-Space,13,FLAT,1.0
WA493,600 PARK VIEW ST S,METER EXPIRED,63.0,31,1953.0,34.060596999999994,-118.278769,Single-Space,13,FLAT,2.0
WA493,610 PARK VIEW ST S,METER EXPIRED,63.0,18,1134.0,34.060596999999994,-118.278769,Single-Space,13,FLAT,2.0
WSV223,11900 WILSHIRE BL,METER EXPIRED,63.0,31,1953.0,34.046183,-118.464727,Single-Space,56,FLAT,1.0
EN748,17100 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.160293,-118.506649,Single-Space,38,FLAT,2.0
CB180,1301 GRAND AVE S,METER EXPIRED,63.0,31,1953.0,34.038353,-118.264745,Single-Space,13,FLAT,4.0
CB180,1317 GRAND AVE S,METER EXPIRED,63.0,20,1260.0,34.038353,-118.264745,Single-Space,13,FLAT,4.0
NH31,5000 LANKERSHIM BL,METER EXPIRED,63.0,31,1953.0,34.161214,-118.372267,Single-Space,13,FLAT,2.0
PB382,5000 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.047785,-118.34793799999998,Single-Space,13,FLAT,2.0
WF574,400 SAN VICENTE BL,METER EXPIRED,63.0,31,1953.0,34.068851,-118.374817,Single-Space,25,FLAT,2.0
VN778,14401 CALVERT ST,METER EXPIRED,63.0,31,1953.0,34.181729,-118.4475,Single-Space,13,TOD,2.0
CB1219,1001 OLIVE ST S,METER EXPIRED,63.0,31,1953.0,34.041638,-118.260287,Single-Space,13,TOD,4.0
PR497,8500 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.053354,-118.376831,Single-Space,13,FLAT,1.0
PR497,8528 PICO BL W,METER EXPIRED,63.0,18,1134.0,34.053354,-118.376831,Single-Space,13,FLAT,1.0
PR497,8520 PICO BL W,METER EXPIRED,63.0,17,1071.0,34.053354,-118.376831,Single-Space,13,FLAT,1.0
SC737,4001 RADFORD AV,METER EXPIRED,63.0,31,1953.0,34.145408,-118.392539,Single-Space,13,FLAT,2.0
WU263,600 BIXEL ST S,METER EXPIRED,63.0,31,1953.0,34.052522,-118.263104,Single-Space,13,FLAT,2.0
WU263,640 BIXEL ST S,METER EXPIRED,63.0,13,819.0,34.052522,-118.263104,Single-Space,13,FLAT,2.0
WA1731,700 CORONADO ST S,METER EXPIRED,63.0,31,1953.0,34.058445,-118.282321,Single-Space,13,FLAT,2.0
OS619,11500 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.033118,-118.442626,Single-Space,13,FLAT,1.0
WH787,5200 PREMIERE HILLS DR,METER EXPIRED,63.0,31,1953.0,34.166475,-118.583261,Single-Space,13,FLAT,2.0
PW96,2300 GLENDON AV,METER EXPIRED,63.0,31,1953.0,34.040889,-118.427708,Single-Space,13,FLAT,2.0
VW500,600 COMMONWEALTH AV S,METER EXPIRED,63.0,31,1953.0,34.062323,-118.285547,Single-Space,13,FLAT,2.0
BF627,8401 MELROSE AV,METER EXPIRED,63.0,31,1953.0,34.083396,-118.3737,Single-Space,25,FLAT,2.0
WH788,5200 PREMIERE HILLS DR,METER EXPIRED,63.0,31,1953.0,34.166525,-118.583281,Single-Space,13,FLAT,2.0
WH788,5274 PREMIERE HILLS DR,METER EXPIRED,63.0,14,882.0,34.166525,-118.583281,Single-Space,13,FLAT,2.0
CB1795,1100 SANTEE ST S,METER EXPIRED,63.0,31,1953.0,34.037168,-118.25654,Single-Space,25,TOD,2.0
VW1911,3000 5TH ST W,METER EXPIRED,63.0,31,1953.0,34.065112,-118.286097,Single-Space,13,FLAT,2.0
WW1390,401 WESTERN AV N,METER EXPIRED,63.0,31,1953.0,34.079667,-118.30926200000002,Single-Space,13,FLAT,1.0
CB1153A,901 HILL ST S,METER EXPIRED,63.0,31,1953.0,34.041889000000005,-118.258321,Single-Space,13,FLAT,4.0
UC64,3501 CAHUENGA BL,METER EXPIRED,63.0,31,1953.0,34.133125,-118.356706,Single-Space,13,FLAT,2.0
SO405A,14200 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.14994,-118.44338,Single-Space,13,FLAT,2.0
CB4374,600 SPRING ST S,METER EXPIRED,63.0,31,1953.0,34.045134999999995,-118.251611,Single-Space,63,TOD,2.0
CB4374,634 SPRING ST S,METER EXPIRED,63.0,27,1701.0,34.045134999999995,-118.251611,Single-Space,63,TOD,2.0
WU666,1501 8TH ST,METER EXPIRED,63.0,31,1953.0,34.051701,-118.270717,Single-Space,13,FLAT,1.0
BF530,7801 BEVERLY BL,METER EXPIRED,63.0,31,1953.0,34.076213,-118.360044,Single-Space,25,FLAT,1.0
SS348,1501 BARRY AV,METER EXPIRED,63.0,31,1953.0,34.043908,-118.454822,Single-Space,13,FLAT,2.0
PW302,10600 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.043240000000004,-118.422175,Single-Space,40,FLAT,2.0
PW302,10606 PICO BL W,METER EXPIRED,63.0,11,693.0,34.043240000000004,-118.422175,Single-Space,40,FLAT,2.0
SH399,6200 BANNER AV,METER EXPIRED,63.0,31,1953.0,34.09161,-118.325491,Single-Space,13,FLAT,2.0
NH623,4701 LANKERSHIM BL,METER EXPIRED,63.0,31,1953.0,34.156096999999995,-118.369445,Single-Space,13,FLAT,2.0
CB1216,1001 OLIVE ST S,METER EXPIRED,63.0,31,1953.0,34.042101,-118.259854,Single-Space,13,TOD,4.0
SC771,4100 VAN NOORD AV,METER EXPIRED,63.0,31,1953.0,34.144768,-118.415471,Single-Space,13,FLAT,2.0
PR489,8500 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.053528,-118.377737,Single-Space,13,FLAT,1.0
PR489,8566 PICO BL W,METER EXPIRED,63.0,13,819.0,34.053528,-118.377737,Single-Space,13,FLAT,1.0
L279,301 LARCHMONT BL N,METER EXPIRED,63.0,31,1953.0,34.076466,-118.323766,Single-Space,13,FLAT,2.0
MM22C,700 CURSON AV S,METER EXPIRED,63.0,31,1953.0,34.0616,-118.355248,Single-Space,13,FLAT,2.0
MM22C,700 CURSON AV S,OUTSIDE LINES/METER,58.0,12,696.0,34.0616,-118.355248,Single-Space,13,FLAT,2.0
HO538,1700 IVAR AV,METER EXPIRED,63.0,31,1953.0,34.102274,-118.328086,Single-Space,41,FLAT,2.0
CB4422,1001 MAIN ST S,METER EXPIRED,63.0,31,1953.0,34.0398846964,-118.25757880100001,Single-Space,13,TOD,2.0
CB563,1200 SANTEE ST,METER EXPIRED,63.0,31,1953.0,34.035719,-118.25771,Single-Space,25,TOD,2.0
SS408,1500 SAWTELLE BL,METER EXPIRED,63.0,31,1953.0,34.048167,-118.44978,Single-Space,13,FLAT,2.0
NH593,4901 LANKERSHIM BL,METER EXPIRED,63.0,31,1953.0,34.160433000000005,-118.372067,Single-Space,13,FLAT,2.0
CB2866,1300 OLIVE ST S,METER EXPIRED,63.0,31,1953.0,34.036728000000004,-118.264034,Single-Space,13,FLAT,4.0
WH308,22401 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.16843,-118.616108,Single-Space,13,FLAT,2.0
PR403,9600 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.055034,-118.398023,Single-Space,45,FLAT,1.0
LH111,2401 SICHEL ST,METER EXPIRED,63.0,31,1953.0,34.074148,-118.213156,Single-Space,13,FLAT,2.0
WW1969B,3301 WILSHIRE BL,METER EXPIRED,63.0,31,1953.0,34.061865999999995,-118.297302,Single-Space,45,FLAT,1.0
P35,15301 ANTIOCH ST,METER EXPIRED,63.0,31,1953.0,34.04715,-118.526754,Single-Space,13,FLAT,2.0
W174,6201 98TH ST W,METER EXPIRED,63.0,31,1953.0,33.947409,-118.395561,Single-Space,12,FLAT,2.0
SG216,7900 SUNSET BL,METER EXPIRED,63.0,31,1953.0,34.097932,-118.362373,Single-Space,75,FLAT,1.0
CB467,1421 SANTEE ST S,METER EXPIRED,63.0,31,1953.0,34.033655,-118.259558,Single-Space,13,TOD,4.0
CB467,1401 SANTEE ST S,METER EXPIRED,63.0,17,1071.0,34.033655,-118.259558,Single-Space,13,TOD,4.0
WW978,600 HOBART BL S,METER EXPIRED,63.0,31,1953.0,34.062462,-118.305281,Single-Space,13,FLAT,2.0
PW340,2300 CAMDEN AV,METER EXPIRED,63.0,31,1953.0,34.038086,-118.433418,Single-Space,13,FLAT,2.0
CB3136,101 6TH ST E,METER EXPIRED,63.0,31,1953.0,34.044833000000004,-118.249223,Single-Space,45,TOD,2.0
CB3136,125 6TH ST E,METER EXPIRED,63.0,20,1260.0,34.044833000000004,-118.249223,Single-Space,45,TOD,2.0
WF434,600 SAN VICENTE BL,METER EXPIRED,63.0,31,1953.0,34.06539,-118.37258500000002,Single-Space,25,FLAT,2.0
SC709,4000 RADFORD AV,METER EXPIRED,63.0,31,1953.0,34.145045,-118.392431,Single-Space,13,FLAT,2.0
HP146,101 AVENUE 59 W,METER EXPIRED,63.0,31,1953.0,34.111338,-118.191443,Single-Space,13,FLAT,2.0
HP146,101 AVENUE 59 N,METER EXPIRED,63.0,23,1449.0,34.111338,-118.191443,Single-Space,13,FLAT,2.0
HP146,117 AVENUE 59 N,METER EXPIRED,63.0,14,882.0,34.111338,-118.191443,Single-Space,13,FLAT,2.0
VN511,14500 ERWIN ST,METER EXPIRED,63.0,31,1953.0,34.183587,-118.449557,Single-Space,13,TOD,2.0
VN511,14518 ERWIN ST,METER EXPIRED,63.0,11,693.0,34.183587,-118.449557,Single-Space,13,TOD,2.0
CB842,1201 SANTEE ST,METER EXPIRED,63.0,31,1953.0,34.035881,-118.25775,Single-Space,25,TOD,2.0
OS21,11800 OLYMPIC BL W,METER EXPIRED,63.0,31,1953.0,34.032869,-118.450437,Single-Space,13,FLAT,2.0
WA866,600 PARK VIEW ST S,METER EXPIRED,63.0,31,1953.0,34.058415000000004,-118.280191,Single-Space,13,FLAT,2.0
WH599,21800 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.1683,-118.602665,Single-Space,38,FLAT,2.0
SC534,11401 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.139718,-118.380141,Single-Space,13,FLAT,2.0
CB1950A,201 14TH ST E,METER EXPIRED,63.0,31,1953.0,34.034559,-118.259714,Single-Space,13,TOD,2.0
CB1950A,213 14TH ST E,METER EXPIRED,63.0,27,1701.0,34.034559,-118.259714,Single-Space,13,TOD,2.0
SA139,1161 ECHO PARK AV,METER EXPIRED,63.0,31,1953.0,34.076534,-118.257579,Single-Space,13,FLAT,1.0
SA139,1201 ECHO PARK AV,METER EXPIRED,63.0,20,1260.0,34.076534,-118.257579,Single-Space,13,FLAT,1.0
SA139,1165 ECHO PARK AV,METER EXPIRED,63.0,15,945.0,34.076534,-118.257579,Single-Space,13,FLAT,1.0
EN1033,4800 BALBOA AV,METER EXPIRED,63.0,31,1953.0,34.15858,-118.502013,Single-Space,13,FLAT,2.0
SO414A,14200 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.149757,-118.44228,Single-Space,13,FLAT,2.0
ED398,764 PICO BLVD E,METER EXPIRED,63.0,31,1953.0,34.031868,-118.252101,Single-Space,13,TOD,2.0
ED398,700 PICO BLVD E,METER EXPIRED,63.0,15,945.0,34.031868,-118.252101,Single-Space,13,TOD,2.0
ED398,762 PICO BLVD E,METER EXPIRED,63.0,13,819.0,34.031868,-118.252101,Single-Space,13,TOD,2.0
LM129,6901 MELROSE AV,METER EXPIRED,63.0,31,1953.0,34.083525,-118.341879,Single-Space,13,FLAT,1.0
LM129,6907 MELROSE AV,METER EXPIRED,63.0,13,819.0,34.083525,-118.341879,Single-Space,13,FLAT,1.0
PB154,5601 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.050125,-118.360587,Single-Space,13,FLAT,2.0
BR79,12001 SAN VICENTE BL,METER EXPIRED,63.0,31,1953.0,34.052205,-118.473515,Single-Space,13,FLAT,1.0
BH103,2047 CESAR E CHAVEZ AV E,METER EXPIRED,63.0,31,1953.0,34.048681,-118.211766,Single-Space,13,FLAT,1.0
BH103,2001 CESAR E CHAVEZ AV E,METER EXPIRED,63.0,25,1575.0,34.048681,-118.211766,Single-Space,13,FLAT,1.0
LM242,701 LA BREA AV N,METER EXPIRED,63.0,31,1953.0,34.084046,-118.344175,Single-Space,68,FLAT,1.0
WW1342,500 WESTERN AV N,METER EXPIRED,63.0,31,1953.0,34.081225,-118.309002,Single-Space,13,FLAT,1.0
WW1342,548 WESTERN AV N,METER EXPIRED,63.0,13,819.0,34.081225,-118.309002,Single-Space,13,FLAT,1.0
EN137,4800 LIBBIT AV,METER EXPIRED,63.0,31,1953.0,34.157579,-118.487919,Single-Space,13,FLAT,2.0
WS58,1400 WESTWOOD BL,METER EXPIRED,63.0,31,1953.0,34.054643,-118.441028,Single-Space,14,FLAT,2.0
P130A,801 ALMA REAL DR,METER EXPIRED,63.0,31,1953.0,34.045332,-118.525191,Single-Space,13,FLAT,2.0
WW86,200 WESTERN AV S,METER EXPIRED,63.0,31,1953.0,34.07038,-118.309026,Single-Space,13,FLAT,1.0
WB157,1801 HILL ST S,METER EXPIRED,63.0,31,1953.0,34.03277,-118.26623700000002,Single-Space,13,TOD,4.0
WB157,1825 HILL ST S,METER EXPIRED,63.0,29,1827.0,34.03277,-118.26623700000002,Single-Space,13,TOD,4.0
LM483,7201 BEVERLY BL,METER EXPIRED,63.0,31,1953.0,34.076256,-118.347221,Single-Space,25,FLAT,1.0
CB4237,1018 WALL ST S,METER EXPIRED,63.0,31,1953.0,34.037199,-118.25342,Single-Space,13,TOD,2.0
CB4237,1000 WALL ST S,METER EXPIRED,63.0,18,1134.0,34.037199,-118.25342,Single-Space,13,TOD,2.0
CB4237,1000 WALL ST S,OUTSIDE LINES/METER,58.0,17,986.0,34.037199,-118.25342,Single-Space,13,TOD,2.0
CB4237,1018 WALL ST S,OUTSIDE LINES/METER,58.0,14,812.0,34.037199,-118.25342,Single-Space,13,TOD,2.0
PB156,5601 PICO BL W,METER EXPIRED,63.0,31,1953.0,34.050173,-118.36072,Single-Space,13,FLAT,2.0
WU81,1101 6TH ST W,METER EXPIRED,63.0,31,1953.0,34.05425,-118.262361,Single-Space,45,FLAT,1.0
WU81,1111 6TH ST W,METER EXPIRED,63.0,14,882.0,34.05425,-118.262361,Single-Space,45,FLAT,1.0
CB554A,301 PICO BLVD E,METER EXPIRED,63.0,31,1953.0,34.034909000000006,-118.257723,Single-Space,25,FLAT,2.0
CB554A,315 PICO BLVD E,METER EXPIRED,63.0,14,882.0,34.034909000000006,-118.257723,Single-Space,25,FLAT,2.0
PM204,3800 BAGLEY AV,METER EXPIRED,63.0,31,1953.0,34.025274,-118.394801,Single-Space,54,FLAT,1.0
PM204,3806 BAGLEY AV,METER EXPIRED,63.0,21,1323.0,34.025274,-118.394801,Single-Space,54,FLAT,1.0
V253,2 ROSE AV E,METER EXPIRED,63.0,31,1953.0,33.9947,-118.480279,Single-Space,11,FLAT,1.0
WW479,600 HOBART BL S,METER EXPIRED,63.0,31,1953.0,34.060507,-118.305247,Single-Space,13,FLAT,2.0
PW341,2300 CAMDEN AV,METER EXPIRED,63.0,31,1953.0,34.038146999999995,-118.433471,Single-Space,13,FLAT,2.0
NH291,11100 CHANDLER BL,METER EXPIRED,63.0,31,1953.0,34.168054999999995,-118.373603,Single-Space,13,FLAT,2.0
WS100,1200 GLENDON AV,METER EXPIRED,63.0,31,1953.0,34.058004,-118.441992,Single-Space,13,FLAT,0.25
EN109A,16101 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.156695,-118.485083,Single-Space,13,FLAT,2.0
PW342,2300 CAMDEN AV,METER EXPIRED,63.0,31,1953.0,34.038191,-118.43351,Single-Space,13,FLAT,2.0
WS104,1200 GLENDON AV,METER EXPIRED,63.0,31,1953.0,34.058722,-118.44228,Single-Space,56,FLAT,2.0
EN130,16201 VENTURA BL,METER EXPIRED,63.0,31,1953.0,34.157051,-118.487684,Single-Space,13,FLAT,2.0
WW1769,500 SERRANO AV S,METER EXPIRED,63.0,31,1953.0,34.063955,-118.306529,Single-Space,13,FLAT,1.0
